transaction_id,session_id,user_id,timestamp,amount,recipient_id,recipient_is_new,hour_of_day,day_of_week
T196055,S196055,U102648,2026-07-27 02:53:48.310627,3862.213033862261,R466976,False,2,0
T196056,S196056,U102648,2026-07-27 09:58:49.556673,5501.576579859509,R710576,False,9,0
T196057,S196057,U102648,2026-07-29 17:05:08.956562,3294.3022560073323,R466976,False,17,2
T196058,S196058,U102648,2026-07-30 02:30:11.321895,5591.565517582522,R466976,False,2,3
T196059,S196059,U102648,2026-07-31 09:18:34.975976,3125.6100103706012,R466976,False,9,4
T196060,S196060,U102648,2026-07-31 14:37:50.486462,5245.811368078728,R710576,False,14,4
T196061,S196061,U102648,2026-07-31 22:36:07.631630,5735.299590063473,R710576,False,22,4
T196062,S196062,U102648,2026-08-01 01:03:51.464343,3292.1293491068363,R710576,False,1,5
T196063,S196063,U102648,2026-08-04 01:25:47.235902,2592.9510702537345,R466976,False,1,1
T196064,S196064,U102648,2026-08-05 14:29:18.607482,6693.005747965892,R466976,False,14,2
T196065,S196065,U102648,2026-08-07 07:05:42.907820,6280.746179804,R710576,False,7,4
T196066,S196066,U102648,2026-08-10 00:12:09.767586,4227.08602347716,R710576,False,0,0
T196067,S196067,U102648,2026-08-10 15:02:17.730906,7158.995886743273,R710576,False,15,0
T196068,S196068,U102648,2026-08-10 15:18:47.558525,7113.870157236265,R597428,True,15,0
T196069,S196069,U102648,2026-08-11 04:33:34.821822,6164.948285894815,R710576,False,4,1
T196070,S196070,U102648,2026-08-14 07:12:39.338244,7493.848891434537,R710576,False,7,4
T196071,S196071,U102648,2026-08-19 02:58:17.587522,2484.05237335386,R103567,True,2,2
T196072,S196072,U102648,2026-08-25 11:34:49.421076,4837.73293201103,R710576,False,11,1
T196073,S196073,U102648,2026-08-26 23:36:23.320588,3397.087691292775,R466976,False,23,2
T196074,S196074,U102648,2026-08-27 10:51:34.767129,4098.96166684045,R466976,False,10,3
T196075,S196075,U102648,2026-08-28 01:01:13.654614,3956.588997326576,R466976,False,1,4
T196076,S196076,U102648,2026-08-28 13:47:00.654814,5081.561449686232,R916208,True,13,4
T196077,S196077,U102649,2026-06-03 07:35:33.835736,7371.967402072734,R177765,False,7,2
T196078,S196078,U102649,2026-06-06 02:38:42.663573,7619.651324227039,R177765,False,2,5
T196079,S196079,U102649,2026-06-07 08:36:49.670407,8503.058409373494,R177765,False,8,6
T196080,S196080,U102649,2026-06-07 17:28:04.492753,16624.978161793282,R177765,False,17,6
T196081,S196081,U102649,2026-06-08 06:54:47.532794,8273.89324281006,R177765,False,6,0
T196082,S196082,U102649,2026-06-08 14:46:18.474191,13489.654078885802,R177765,False,14,0
T196083,S196083,U102649,2026-06-11 13:29:39.080642,4827.700518667195,R177765,False,13,3
T196084,S196084,U102649,2026-06-16 22:06:22.840239,8493.31893273097,R177765,False,22,1
T196085,S196085,U102649,2026-06-17 01:43:40.541925,6001.146641444321,R177765,False,1,2
T196086,S196086,U102649,2026-06-18 02:37:51.239831,2965.8573778394502,R177765,False,2,3
T196087,S196087,U102649,2026-06-19 07:47:36.029253,16538.567250458866,R704793,True,7,4
T196088,S196088,U102649,2026-06-19 16:37:48.752240,8074.199224405295,R177765,False,16,4
T196089,S196089,U102649,2026-06-23 04:09:40.453080,7430.278571342081,R177765,False,4,1
T196090,S196090,U102649,2026-06-24 04:15:31.169555,10496.744694848088,R177765,False,4,2
T196091,S196091,U102649,2026-06-24 21:54:24.686642,12464.129010600307,R177765,False,21,2
T196092,S196092,U102649,2026-06-24 22:02:26.323264,8699.726467600456,R177765,False,22,2
T196093,S196093,U102649,2026-06-25 04:09:50.194439,7772.168112036387,R177765,False,4,3
T196094,S196094,U102649,2026-07-01 18:50:01.802298,4478.522517071093,R177765,False,18,2
T196095,S196095,U102649,2026-07-02 10:14:09.482140,8097.872672002197,R177765,False,10,3
T196096,S196096,U102649,2026-07-09 16:12:25.958808,5148.370740779869,R177765,False,16,3
T196097,S196097,U102649,2026-07-13 20:09:22.047255,5068.057291721415,R965446,True,20,0
T196098,S196098,U102649,2026-07-14 18:08:41.187428,16252.909854562078,R177765,False,18,1
T196099,S196099,U102649,2026-07-15 23:39:47.797924,9887.99842887682,R983769,True,23,2
T196100,S196100,U102649,2026-07-17 02:40:05.389538,6268.277385536858,R787012,True,2,4
T196101,S196101,U102649,2026-07-17 07:34:20.650597,25226.8416244966,R177765,False,7,4
T196102,S196102,U102649,2026-07-18 17:30:16.835899,6295.597749659556,R177765,False,17,5
T196103,S196103,U102649,2026-07-21 21:15:33.859244,12757.483654485271,R177765,False,21,1
T196104,S196104,U102649,2026-07-22 12:24:41.239581,6169.076978864748,R177765,False,12,2
T196105,S196105,U102649,2026-07-23 00:42:58.729691,6730.711308948328,R177765,False,0,3
T196106,S196106,U102649,2026-07-24 06:51:45.870333,5658.998543113809,R177765,False,6,4
T196107,S196107,U102649,2026-07-24 08:01:00.713568,11023.68302249269,R177765,False,8,4
T196108,S196108,U102649,2026-07-25 20:26:09.710344,9565.7954074171,R578895,True,20,5
T196109,S196109,U102649,2026-07-26 21:39:07.443211,7926.367667523938,R177765,False,21,6
T196110,S196110,U102649,2026-07-27 18:29:14.342618,11730.247412425257,R177765,False,18,0
T196111,S196111,U102649,2026-08-01 21:47:20.699487,14034.096289069721,R177765,False,21,5
T196112,S196112,U102649,2026-08-04 14:30:33.546886,4861.018956835919,R177765,False,14,1
T196113,S196113,U102649,2026-08-05 01:52:13.414865,7727.479770587254,R177765,False,1,2
T196114,S196114,U102649,2026-08-05 10:29:32.142100,5703.6237127996465,R177765,False,10,2
T196115,S196115,U102649,2026-08-05 18:00:38.499870,4974.654926429356,R177765,False,18,2
T196116,S196116,U102649,2026-08-08 19:35:36.376327,1836.0772153068858,R177765,False,19,5
T196117,S196117,U102649,2026-08-12 17:06:24.251540,8524.559145754856,R177765,False,17,2
T196118,S196118,U102649,2026-08-13 11:52:38.774835,7797.210679791446,R177765,False,11,3
T196119,S196119,U102649,2026-08-13 16:29:56.376900,10982.012989573428,R177765,False,16,3
T196120,S196120,U102649,2026-08-18 18:28:43.649969,12370.787322390648,R177765,False,18,1
T196121,S196121,U102649,2026-08-20 20:55:03.126169,11197.688709420454,R177765,False,20,3
T196122,S196122,U102649,2026-08-22 02:35:03.292474,11827.23908791396,R177765,False,2,5
T196123,S196123,U102649,2026-08-22 05:37:29.600127,5221.201903406876,R177765,False,5,5
T196124,S196124,U102649,2026-08-23 06:47:03.907023,3384.725847103066,R933179,True,6,6
T196125,S196125,U102649,2026-08-23 22:49:52.826440,5761.44850788664,R177765,False,22,6
T196126,S196126,U102649,2026-08-27 15:29:55.284293,5190.888491699441,R177765,False,15,3
T196127,S196127,U102650,2026-06-02 13:48:22.304534,4412.389119314436,R537033,False,13,1
T196128,S196128,U102650,2026-06-06 23:05:54.549506,6940.993876084081,R305755,False,23,5
T196129,S196129,U102650,2026-06-08 03:05:51.356830,1937.431286209682,R375793,False,3,0
T196130,S196130,U102650,2026-06-13 05:36:36.159519,2898.4748565621667,R537033,False,5,5
T196131,S196131,U102650,2026-06-14 07:52:59.800023,3594.1834899613636,R399068,False,7,6
T196132,S196132,U102650,2026-06-15 23:00:14.136645,3341.6126714587786,R276625,True,23,0
T196133,S196133,U102650,2026-06-18 00:59:07.800128,3951.0634775523126,R537033,False,0,3
T196134,S196134,U102650,2026-06-22 00:13:34.319014,2448.288462855085,R537033,False,0,0
T196135,S196135,U102650,2026-06-24 18:33:40.144996,2601.052936308271,R750658,False,18,2
T196136,S196136,U102650,2026-06-30 04:36:48.252940,1038.962474373486,R375793,False,4,1
T196137,S196137,U102650,2026-07-02 02:38:58.450853,2318.543270258669,R375793,False,2,3
T196138,S196138,U102650,2026-07-07 07:33:01.268674,2565.7467474935993,R375793,False,7,1
T196139,S196139,U102650,2026-07-08 21:11:39.505963,1723.2085320922179,R787411,True,21,2
T196140,S196140,U102650,2026-07-09 22:01:52.846420,2744.2592696888146,R651062,True,22,3
T196141,S196141,U102650,2026-07-10 10:12:16.874525,1201.6322225707506,R375793,False,10,4
T196142,S196142,U102650,2026-07-13 00:39:07.412425,3640.926527566647,R305755,False,0,0
T196143,S196143,U102650,2026-07-13 04:03:52.071512,4445.259086070607,R375793,False,4,0
T196144,S196144,U102650,2026-07-16 01:22:57.552182,2543.900514922343,R537033,False,1,3
T196145,S196145,U102650,2026-07-20 04:49:05.947294,1817.369878252336,R375793,False,4,0
T196146,S196146,U102650,2026-07-20 19:40:01.731252,6237.414310327212,R305755,False,19,0
T196147,S196147,U102650,2026-07-20 22:38:44.335471,5132.9514106752395,R375793,False,22,0
T196148,S196148,U102650,2026-07-25 21:54:48.665572,3734.1202048007476,R375793,False,21,5
T196149,S196149,U102650,2026-07-31 12:07:53.962640,1999.965200230801,R305755,False,12,4
T196150,S196150,U102650,2026-08-07 07:29:37.889064,3679.8930241562102,R750658,False,7,4
T196151,S196151,U102650,2026-08-08 00:41:47.870549,4362.19113330004,R375793,False,0,5
T196152,S196152,U102650,2026-08-08 07:18:17.174437,3068.819419615576,R375793,False,7,5
T196153,S196153,U102650,2026-08-17 13:48:51.994401,2374.4127767471964,R473548,True,13,0
T196154,S196154,U102650,2026-08-24 13:01:53.250211,3074.4469142935873,R399068,False,13,0
T196155,S196155,U102650,2026-08-28 04:04:13.415776,2954.565634733273,R399068,False,4,4
T196156,S196156,U102650,2026-08-30 03:29:07.431210,4570.319903433227,R660771,True,3,6
T196157,S196157,U102651,2026-06-03 00:24:03.789591,15252.544171447144,R771728,False,0,2
T196158,S196158,U102651,2026-06-07 13:27:30.909432,6700.128720396534,R121180,False,13,6
T196159,S196159,U102651,2026-06-21 17:12:11.588698,3642.216829785606,R254224,False,17,6
T196160,S196160,U102651,2026-06-24 22:49:24.570457,7278.163960871352,R254224,False,22,2
T196161,S196161,U102651,2026-06-28 10:28:15.311496,6644.460962472419,R254224,False,10,6
T196162,S196162,U102651,2026-07-01 16:06:09.927133,8486.720112465066,R694264,False,16,2
T196163,S196163,U102651,2026-07-02 23:49:55.974101,8525.041498359127,R413528,False,23,3
T196164,S196164,U102651,2026-07-08 18:32:04.279244,9897.072076415938,R771728,False,18,2
T196165,S196165,U102651,2026-07-09 04:33:24.184556,8535.422333546074,R926313,True,4,3
T196166,S196166,U102651,2026-07-14 08:32:18.842028,11142.687573750207,R121180,False,8,1
T196167,S196167,U102651,2026-07-15 07:12:50.182517,5493.85426498177,R384019,True,7,2
T196168,S196168,U102651,2026-07-19 05:14:17.648174,6440.232092158234,R694264,False,5,6
T196169,S196169,U102651,2026-07-20 07:08:22.147600,8479.670239783527,R413528,False,7,0
T196170,S196170,U102651,2026-07-24 02:56:52.639610,4809.7126192136075,R413528,False,2,4
T196171,S196171,U102651,2026-07-24 22:30:02.973482,9263.292877437132,R413528,False,22,4
T196172,S196172,U102651,2026-07-29 11:45:38.078261,7443.643938573282,R771728,False,11,2
T196173,S196173,U102651,2026-08-05 12:58:50.459823,7861.8811492183595,R121180,False,12,2
T196174,S196174,U102651,2026-08-09 21:26:19.774902,10126.90660097107,R559622,True,21,6
T196175,S196175,U102651,2026-08-13 12:57:20.200582,11433.568966189876,R694264,False,12,3
T196176,S196176,U102651,2026-08-16 05:18:52.850011,8493.668408204032,R694264,False,5,6
T196177,S196177,U102651,2026-08-16 15:56:31.780566,7847.098117511573,R771728,False,15,6
T196178,S196178,U102651,2026-08-24 14:15:37.504552,5674.783812066119,R254224,False,14,0
T196179,S196179,U102651,2026-08-29 03:54:32.472248,5465.296221276557,R121180,False,3,5
T196180,S196180,U102652,2026-06-02 18:25:24.630460,6207.088739554252,R256143,False,18,1
T196181,S196181,U102652,2026-06-02 19:13:29.580073,9578.391895299546,R415478,False,19,1
T196182,S196182,U102652,2026-06-02 21:34:46.002151,11460.894867335564,R256143,False,21,1
T196183,S196183,U102652,2026-06-08 09:53:15.201831,10217.504854060804,R256143,False,9,0
T196184,S196184,U102652,2026-06-10 14:56:45.420555,12939.51361101465,R910156,True,14,2
T196185,S196185,U102652,2026-06-11 02:28:09.956495,7027.20175763832,R415478,False,2,3
T196186,S196186,U102652,2026-06-24 18:14:43.709773,7498.094253723927,R901273,True,18,2
T196187,S196187,U102652,2026-06-27 13:49:10.226153,6584.427354273554,R256143,False,13,5
T196188,S196188,U102652,2026-06-27 15:16:54.294190,9940.119277293563,R415478,False,15,5
T196189,S196189,U102652,2026-06-29 13:45:21.226817,11093.240166241463,R256143,False,13,0
T196190,S196190,U102652,2026-07-09 08:14:23.961879,12245.94367033253,R256143,False,8,3
T196191,S196191,U102652,2026-07-12 05:33:00.680434,16667.616881276004,R415478,False,5,6
T196192,S196192,U102652,2026-07-22 01:32:24.608537,5276.127107125491,R415478,False,1,2
T196193,S196193,U102652,2026-07-22 05:24:37.246914,7697.360224522511,R415478,False,5,2
T196194,S196194,U102652,2026-07-30 22:38:58.693037,16448.661657266715,R910617,True,22,3
T196195,S196195,U102652,2026-08-12 10:48:30.847530,13614.149143084602,R415478,False,10,2
T196196,S196196,U102652,2026-08-15 11:33:45.924715,14259.150545641141,R415478,False,11,5
T196197,S196197,U102652,2026-08-17 08:29:29.580444,6354.350766056494,R415478,False,8,0
T196198,S196198,U102652,2026-08-18 14:13:22.865719,12697.42530426517,R415478,False,14,1
T196199,S196199,U102652,2026-08-20 23:06:58.893299,8889.662751032562,R415478,False,23,3
T196200,S196200,U102652,2026-08-25 09:36:21.540747,6274.417171778765,R256143,False,9,1
T196201,S196201,U102653,2026-06-03 03:55:31.413394,1292.833582350974,R378111,False,3,2
T196202,S196202,U102653,2026-06-04 22:00:49.381703,1729.4669524342248,R378111,False,22,3
T196203,S196203,U102653,2026-06-07 19:09:38.176888,1315.543801445119,R781515,False,19,6
T196204,S196204,U102653,2026-06-08 21:11:56.109796,1214.7373654262456,R781515,False,21,0
T196205,S196205,U102653,2026-06-09 11:19:02.839499,1033.7707414064287,R693826,True,11,1
T196206,S196206,U102653,2026-06-14 17:41:40.556620,1710.5370064375813,R378111,False,17,6
T196207,S196207,U102653,2026-06-17 09:47:32.502310,4158.794328368871,R781515,False,9,2
T196208,S196208,U102653,2026-06-18 07:58:18.117261,1448.1084536162386,R365459,True,7,3
T196209,S196209,U102653,2026-06-21 20:35:37.291360,1238.4101053241052,R781515,False,20,6
T196210,S196210,U102653,2026-06-28 10:32:04.733304,1839.4168356009604,R781515,False,10,6
T196211,S196211,U102653,2026-06-30 03:31:09.749715,936.8104730263063,R378111,False,3,1
T196212,S196212,U102653,2026-07-01 21:29:13.261111,1347.7905332554249,R378552,True,21,2
T196213,S196213,U102653,2026-07-06 06:50:33.332370,1592.6510337418035,R781515,False,6,0
T196214,S196214,U102653,2026-07-09 17:46:29.024036,1341.5033649759557,R378111,False,17,3
T196215,S196215,U102653,2026-07-12 20:40:36.655919,1236.0772410121858,R781515,False,20,6
T196216,S196216,U102653,2026-07-13 06:12:01.008845,5109.704966665546,R378111,False,6,0
T196217,S196217,U102653,2026-07-13 15:38:38.183356,1769.3327829055304,R781515,False,15,0
T196218,S196218,U102653,2026-07-15 23:05:51.690459,1478.898545109905,R781515,False,23,2
T196219,S196219,U102653,2026-07-16 07:29:48.694987,3198.4513442476814,R378111,False,7,3
T196220,S196220,U102653,2026-07-17 19:11:42.483191,924.0669263537281,R394977,True,19,4
T196221,S196221,U102653,2026-07-21 00:43:33.667893,1669.098445490059,R881027,False,0,1
T196222,S196222,U102653,2026-07-22 23:41:30.019731,1290.546448637532,R781515,False,23,2
T196223,S196223,U102653,2026-07-24 10:53:51.434969,1944.738571137094,R781515,False,10,4
T196224,S196224,U102653,2026-07-24 14:02:48.392461,1320.6433894316558,R378111,False,14,4
T196225,S196225,U102653,2026-07-25 10:00:40.562106,2856.768439014022,R378111,False,10,5
T196226,S196226,U102653,2026-08-01 00:49:30.405928,2145.1172787983946,R453123,True,0,5
T196227,S196227,U102653,2026-08-02 14:59:48.823146,1371.0900910073426,R551377,True,14,6
T196228,S196228,U102653,2026-08-07 03:54:19.383755,1797.3765026434153,R893553,True,3,4
T196229,S196229,U102653,2026-08-07 21:05:12.289171,1405.827277922539,R704864,True,21,4
T196230,S196230,U102653,2026-08-11 14:58:19.755072,2168.069631903442,R881027,False,14,1
T196231,S196231,U102653,2026-08-14 07:39:10.146021,1675.2506643733266,R950435,True,7,4
T196232,S196232,U102653,2026-08-16 06:48:20.095810,1183.8169537943247,R378111,False,6,6
T196233,S196233,U102653,2026-08-17 04:56:04.244666,1074.2423058866555,R378111,False,4,0
T196234,S196234,U102653,2026-08-18 11:37:27.333939,1342.5799174606154,R881027,False,11,1
T196235,S196235,U102653,2026-08-18 20:30:49.398627,1260.2088362075376,R781515,False,20,1
T196236,S196236,U102653,2026-08-23 03:48:15.819898,2076.48667628623,R781515,False,3,6
T196237,S196237,U102653,2026-08-25 04:12:01.482426,1466.1727179420761,R781515,False,4,1
T196238,S196238,U102653,2026-08-27 23:57:59.756148,1389.4469928573576,R965602,True,23,3
T196239,S196239,U102653,2026-08-28 06:10:56.964360,900.7129989726357,R378111,False,6,4
T196240,S196240,U102654,2026-06-13 14:01:43.320799,2290.9049544950776,R328313,False,14,5
T196241,S196241,U102654,2026-06-14 04:28:18.950706,3982.050394090387,R990469,False,4,6
T196242,S196242,U102654,2026-06-16 21:49:45.846372,988.9818444610052,R307262,False,21,1
T196243,S196243,U102654,2026-06-28 09:03:25.047242,2319.6350836205734,R990469,False,9,6
T196244,S196244,U102654,2026-06-29 23:39:40.969746,1598.1827643044232,R589155,False,23,0
T196245,S196245,U102654,2026-06-30 20:44:48.991357,3018.1336382861905,R634646,False,20,1
T196246,S196246,U102654,2026-07-01 18:27:58.022224,1848.405176774742,R248499,False,18,2
T196247,S196247,U102654,2026-07-04 13:06:27.855168,2252.816175418638,R328313,False,13,5
T196248,S196248,U102654,2026-07-07 05:38:56.831225,1490.8688320610413,R307262,False,5,1
T196249,S196249,U102654,2026-07-07 14:12:49.054165,2204.309431033496,R328313,False,14,1
T196250,S196250,U102654,2026-07-11 05:34:46.141550,3658.4108515505004,R634646,False,5,5
T196251,S196251,U102654,2026-07-14 00:29:47.293688,1727.0811097214525,R497920,False,0,1
T196252,S196252,U102654,2026-07-15 07:23:55.625591,2041.5285456366162,R634646,False,7,2
T196253,S196253,U102654,2026-07-20 12:54:02.315230,1419.1704856872134,R634646,False,12,0
T196254,S196254,U102654,2026-07-23 22:14:49.062439,2484.878974228448,R307262,False,22,3
T196255,S196255,U102654,2026-07-24 00:30:03.882399,1598.271384986343,R307262,False,0,4
T196256,S196256,U102654,2026-07-29 11:10:28.828876,1361.1820391621984,R497920,False,11,2
T196257,S196257,U102654,2026-07-30 16:21:30.439345,2044.1994802754239,R589155,False,16,3
T196258,S196258,U102654,2026-07-30 19:34:57.824056,3007.494436939764,R634646,False,19,3
T196259,S196259,U102654,2026-08-03 21:21:26.805748,1568.0862069145167,R307262,False,21,0
T196260,S196260,U102654,2026-08-03 22:16:48.574119,1638.8393129500846,R497920,False,22,0
T196261,S196261,U102654,2026-08-08 11:40:43.478861,3899.343084823024,R853064,True,11,5
T196262,S196262,U102654,2026-08-08 23:26:20.391731,3707.2759113172874,R990469,False,23,5
T196263,S196263,U102654,2026-08-11 01:28:44.097010,2413.976809728777,R589155,False,1,1
T196264,S196264,U102654,2026-08-11 18:26:42.255848,1913.8297673844017,R820375,True,18,1
T196265,S196265,U102654,2026-08-12 04:55:14.035266,2376.3792237440716,R990469,False,4,2
T196266,S196266,U102654,2026-08-13 07:10:29.780298,1638.489120628363,R307262,False,7,3
T196267,S196267,U102654,2026-08-18 07:56:30.976787,4680.46497809929,R634646,False,7,1
T196268,S196268,U102654,2026-08-19 06:04:13.374344,1744.0211273701373,R248499,False,6,2
T196269,S196269,U102654,2026-08-19 15:04:53.404309,3183.806636614712,R589155,False,15,2
T196270,S196270,U102654,2026-08-21 20:26:48.927345,34850.837374855815,R514165,True,20,4
T196271,S196271,U102654,2026-08-24 07:16:17.518536,3819.4899577909896,R328313,False,7,0
T196272,S196272,U102654,2026-08-26 12:16:55.825517,2244.489041264574,R634646,False,12,2
T196273,S196273,U102654,2026-08-27 03:53:41.912549,5268.972468927259,R307262,False,3,3
T196274,S196274,U102654,2026-08-28 06:19:46.787264,2957.778457512833,R990469,False,6,4
T196275,S196275,U102655,2026-06-05 03:43:05.568933,3327.3410215837853,R488054,False,3,4
T196276,S196276,U102655,2026-06-13 03:34:37.595294,7787.515999031855,R488054,False,3,5
T196277,S196277,U102655,2026-06-13 06:28:43.042016,4228.392311831547,R270507,False,6,5
T196278,S196278,U102655,2026-06-13 13:37:28.241749,10398.374515324755,R488054,False,13,5
T196279,S196279,U102655,2026-06-16 06:08:32.366141,6641.541139933239,R488054,False,6,1
T196280,S196280,U102655,2026-06-16 15:42:04.036085,9726.029218864034,R510602,False,15,1
T196281,S196281,U102655,2026-06-21 11:03:05.579564,7167.30354585423,R488054,False,11,6
T196282,S196282,U102655,2026-06-22 12:45:23.806299,6397.039545480731,R488054,False,12,0
T196283,S196283,U102655,2026-06-25 07:35:38.571839,9056.974050137702,R962670,False,7,3
T196284,S196284,U102655,2026-06-25 11:49:36.628211,9414.350464387273,R676776,False,11,3
T196285,S196285,U102655,2026-06-26 06:05:28.884775,9317.557525398688,R510602,False,6,4
T196286,S196286,U102655,2026-06-26 11:56:32.181627,3867.049184823871,R270507,False,11,4
T196287,S196287,U102655,2026-06-27 05:51:19.845268,4794.166339740538,R676776,False,5,5
T196288,S196288,U102655,2026-06-27 10:33:57.606410,12085.013215266585,R969364,True,10,5
T196289,S196289,U102655,2026-06-28 17:46:40.433232,5497.143340274174,R676776,False,17,6
T196290,S196290,U102655,2026-07-02 12:15:53.836711,8743.88462066524,R488054,False,12,3
T196291,S196291,U102655,2026-07-05 17:26:36.182475,7975.470645732137,R488054,False,17,6
T196292,S196292,U102655,2026-07-07 04:35:19.077669,14387.69577806494,R676776,False,4,1
T196293,S196293,U102655,2026-07-08 08:30:43.476365,3894.0735219817498,R270507,False,8,2
T196294,S196294,U102655,2026-07-09 09:31:42.233656,2534.818496850409,R488054,False,9,3
T196295,S196295,U102655,2026-07-15 18:52:19.855401,5854.896121056446,R270507,False,18,2
T196296,S196296,U102655,2026-07-18 05:39:37.381378,8112.414801919084,R488054,False,5,5
T196297,S196297,U102655,2026-07-21 02:40:56.632271,5503.50292182385,R488054,False,2,1
T196298,S196298,U102655,2026-07-21 05:26:47.076277,2360.1625207869165,R962670,False,5,1
T196299,S196299,U102655,2026-07-25 04:37:11.021840,3675.399891765788,R510602,False,4,5
T196300,S196300,U102655,2026-07-26 03:00:51.670495,2939.9460299681814,R488054,False,3,6
T196301,S196301,U102655,2026-07-28 04:40:12.430061,3816.7173751639866,R676776,False,4,1
T196302,S196302,U102655,2026-07-28 12:26:57.589549,4278.604786886267,R671633,True,12,1
T196303,S196303,U102655,2026-07-30 09:23:51.362503,7564.353717288191,R676776,False,9,3
T196304,S196304,U102655,2026-07-31 17:17:32.683389,5477.62367234024,R488054,False,17,4
T196305,S196305,U102655,2026-07-31 17:24:55.977818,6471.344695852049,R177169,True,17,4
T196306,S196306,U102655,2026-08-06 04:35:55.964166,5656.888780207201,R962670,False,4,3
T196307,S196307,U102655,2026-08-07 12:41:42.081556,7538.841970080936,R510602,False,12,4
T196308,S196308,U102655,2026-08-10 04:12:10.609164,6308.884811328932,R270507,False,4,0
T196309,S196309,U102655,2026-08-12 09:10:36.939851,4602.0378918559045,R510602,False,9,2
T196310,S196310,U102655,2026-08-14 02:32:58.811494,2277.235058657469,R962670,False,2,4
T196311,S196311,U102655,2026-08-15 02:48:52.099446,2791.2308014590944,R676776,False,2,5
T196312,S196312,U102655,2026-08-15 16:10:29.386743,4721.892560349966,R676776,False,16,5
T196313,S196313,U102655,2026-08-22 15:36:08.953899,8684.4984662212,R676776,False,15,5
T196314,S196314,U102655,2026-08-25 07:04:29.847110,3203.5475011070644,R270507,False,7,1
T196315,S196315,U102655,2026-08-28 12:21:04.121605,4239.422180094817,R676776,False,12,4
T196316,S196316,U102655,2026-08-30 09:32:07.575428,2950.6387677554267,R165558,True,9,6
T196317,S196317,U102655,2026-08-30 17:09:20.557632,5825.58621589031,R676776,False,17,6
T196318,S196318,U102656,2026-07-04 23:25:45.993341,2169.0494234488074,R300548,False,23,5
T196319,S196319,U102656,2026-07-05 19:06:32.546675,1979.2383260566367,R178247,False,19,6
T196320,S196320,U102656,2026-07-07 10:31:30.407409,2719.2932565536294,R178247,False,10,1
T196321,S196321,U102656,2026-07-09 10:56:36.671623,4915.083130791871,R300548,False,10,3
T196322,S196322,U102656,2026-07-11 20:17:26.282853,3143.6753128679266,R980673,False,20,5
T196323,S196323,U102656,2026-07-12 07:01:02.197262,1413.017041399379,R980673,False,7,6
T196324,S196324,U102656,2026-07-15 20:58:26.383948,2849.6760055668497,R300548,False,20,2
T196325,S196325,U102656,2026-07-18 01:11:08.476420,1922.0441720331228,R300548,False,1,5
T196326,S196326,U102656,2026-07-23 13:29:43.986226,1571.2461400262732,R980673,False,13,3
T196327,S196327,U102656,2026-07-23 17:08:14.831463,1904.333223830841,R300548,False,17,3
T196328,S196328,U102656,2026-07-25 00:04:50.065376,2054.0942487953794,R130749,False,0,5
T196329,S196329,U102656,2026-08-08 11:45:13.211640,3392.949326116293,R130749,False,11,5
T196330,S196330,U102656,2026-08-09 20:03:45.202771,3903.458750157522,R300548,False,20,6
T196331,S196331,U102656,2026-08-13 15:16:22.752254,2497.3565606123866,R178247,False,15,3
T196332,S196332,U102656,2026-08-14 20:56:27.619462,2632.073642964107,R178247,False,20,4
T196333,S196333,U102656,2026-08-15 19:52:00.169056,1724.3812930342767,R130749,False,19,5
T196334,S196334,U102656,2026-08-17 03:52:41.385383,1431.4027951267506,R130749,False,3,0
T196335,S196335,U102656,2026-08-24 19:16:55.352036,2612.3364214661033,R980673,False,19,0
T196336,S196336,U102656,2026-08-24 20:50:49.885994,2669.592204514098,R130749,False,20,0
T196337,S196337,U102656,2026-08-29 16:23:36.599294,1912.3054231188275,R980673,False,16,5
T196338,S196338,U102657,2026-06-06 05:05:40.650937,2555.069765243664,R554719,False,5,5
T196339,S196339,U102657,2026-06-10 17:31:28.541254,3644.533270922617,R846914,False,17,2
T196340,S196340,U102657,2026-06-12 00:33:11.750432,4973.437565700299,R193475,False,0,4
T196341,S196341,U102657,2026-06-12 20:54:27.169280,4025.6411654791104,R771505,False,20,4
T196342,S196342,U102657,2026-06-13 03:21:05.791077,6639.652516697286,R599836,False,3,5
T196343,S196343,U102657,2026-06-18 06:31:18.728271,3066.266077586598,R867870,False,6,3
T196344,S196344,U102657,2026-06-19 13:17:42.198539,3413.050919704337,R193475,False,13,4
T196345,S196345,U102657,2026-06-24 13:22:38.750512,4179.159239191109,R599836,False,13,2
T196346,S196346,U102657,2026-06-27 21:00:58.651261,6631.821976533781,R740787,True,21,5
T196347,S196347,U102657,2026-06-28 05:30:56.201692,8883.898154960156,R771505,False,5,6
T196348,S196348,U102657,2026-07-02 17:53:13.278012,4558.270537522967,R497878,False,17,3
T196349,S196349,U102657,2026-07-06 17:11:51.902245,4939.16291028292,R557218,True,17,0
T196350,S196350,U102657,2026-07-13 07:14:35.694563,5261.223639837053,R867870,False,7,0
T196351,S196351,U102657,2026-07-14 12:19:58.644633,3354.812617198408,R497878,False,12,1
T196352,S196352,U102657,2026-07-17 08:09:16.601289,6915.488147556366,R193475,False,8,4
T196353,S196353,U102657,2026-07-19 16:05:20.001602,5684.341846902313,R554719,False,16,6
T196354,S196354,U102657,2026-07-24 18:11:24.680381,2743.992255134503,R497878,False,18,4
T196355,S196355,U102657,2026-07-27 10:58:36.321969,4480.303771691216,R193475,False,10,0
