user_id,channel,account_age_days,history_status,cohort_age_band,cohort_txn_band,baseline_avg_amount,baseline_hour_mode,baseline_recipient_count
U102369,app,115,established,established,small,1775.4630424578584,9,1
U102370,app,565,established,established,medium,9477.124016155258,17,6
U102371,app,330,established,established,small,1942.9703863861096,14,1
U102372,app,80,established,1-3mo,medium,5055.055029914929,17,4
U102373,ussd,403,established,established,small,1764.9732005210412,14,7
U102374,ussd,207,established,established,small,1815.9935670258162,21,7
U102375,ussd,329,established,established,medium,5061.890571142238,14,2
U102376,ussd,796,established,established,medium,25892.37740849382,19,1
U102377,app,547,established,established,small,2662.9830316301072,12,3
U102378,app,397,established,established,small,3483.3767810636236,19,2
U102379,app,765,established,established,medium,25662.290706124204,17,3
U102380,app,844,established,established,small,3719.9048929307564,12,5
U102381,ussd,766,established,established,small,3796.9678322995533,19,2
U102382,app,365,established,established,medium,6168.589940193569,14,2
U102383,app,231,established,established,small,2514.778555463691,10,5
U102384,app,289,established,established,medium,8768.408240569632,21,4
U102385,app,698,established,established,medium,7558.216249510456,9,8
U102386,ussd,370,established,established,medium,6037.650350266598,14,2
U102387,app,794,established,established,small,4291.676179037824,19,5
U102388,app,95,established,established,medium,7034.009670088488,21,2
U102389,app,184,established,established,medium,7993.300631045225,17,5
U102390,ussd,843,established,established,small,963.0147404347643,19,3
U102391,ussd,762,established,established,small,3707.007346618572,19,7
U102392,ussd,840,established,established,small,3013.0547000907,12,2
U102393,app,646,established,established,medium,7609.481087852607,12,1
U102394,app,6,cold_start,new,small,3901.3788456801976,17,2
U102395,ussd,3,cold_start,new,medium,6744.147869449843,12,4
U102396,app,658,established,established,medium,7688.0732368562385,17,8
U102397,app,339,established,established,medium,13064.64828716268,12,1
U102398,ussd,727,established,established,small,1897.6675989415728,21,2
U102399,app,246,established,established,medium,6965.721302649252,12,7
U102400,app,677,established,established,medium,22229.62278616099,9,3
U102401,ussd,756,established,established,medium,5263.200254675258,21,3
U102402,app,813,established,established,medium,10682.073640286928,17,9
U102403,app,896,established,established,small,3943.249687936166,10,2
U102404,app,763,established,established,medium,5996.957745667127,10,2
U102405,ussd,160,established,established,medium,14443.590636040599,17,3
U102406,app,799,established,established,small,984.5536107618105,10,3
U102407,app,806,established,established,medium,5537.657370733291,21,7
U102408,ussd,605,established,established,small,3308.73030304992,9,7
U102409,ussd,694,established,established,small,2548.298398112204,12,6
U102410,ussd,12,cold_start,new,medium,11315.112446528014,12,3
U102411,app,11,cold_start,new,small,1918.4500119271358,19,7
U102412,app,117,established,established,small,1613.7426033153033,10,4
U102413,ussd,760,established,established,medium,5850.832548376927,14,6
U102414,ussd,466,established,established,medium,5081.320368813127,17,3
U102415,app,4,cold_start,new,small,3041.742144396042,19,1
U102416,ussd,218,established,established,medium,9337.73574213556,21,4
U102417,app,879,established,established,medium,11832.878330626821,14,5
U102418,ussd,744,established,established,medium,6715.913272456987,21,3
U102419,ussd,202,established,established,medium,10429.887445676839,21,4
U102420,app,892,established,established,small,2199.5620191922862,17,2
U102421,ussd,895,established,established,small,2656.9263092242145,9,4
U102422,ussd,116,established,established,medium,5170.201502369933,19,5
U102423,app,108,established,established,medium,9312.61003950381,19,1
U102424,app,553,established,established,small,500.0,10,2
U102425,ussd,619,established,established,medium,7292.747420432759,14,4
U102426,app,695,established,established,medium,10378.207217743073,12,5
U102427,app,463,established,established,medium,7092.312711925886,9,2
U102428,app,2,cold_start,new,small,2675.5506514262206,14,3
U102429,ussd,864,established,established,small,4857.8999762417425,21,2
U102430,app,365,established,established,medium,5649.176593291581,14,2
U102431,ussd,363,established,established,medium,7840.645281292982,9,3
U102432,app,216,established,established,small,2145.819035144595,14,2
U102433,app,816,established,established,medium,5061.02551076683,19,3
U102434,ussd,94,established,established,small,3396.4791189627504,9,2
U102435,app,2,cold_start,new,medium,17397.36233877281,12,4
U102436,app,646,established,established,small,2066.7682685014315,21,3
U102437,app,671,established,established,small,2797.812768462863,9,2
U102438,ussd,242,established,established,small,2783.4687172470217,21,7
U102439,app,639,established,established,small,1736.8972606670243,17,2
U102440,app,516,established,established,small,4922.458664899123,19,6
U102441,app,155,established,established,medium,12865.683080101808,10,2
U102442,app,263,established,established,small,1196.2266821901464,9,3
U102443,app,335,established,established,medium,5464.595174023806,19,2
U102444,ussd,406,established,established,medium,7633.370405059105,9,11
U102445,app,881,established,established,medium,11245.687909168688,14,2
U102446,app,390,established,established,medium,12001.219667555451,12,5
U102447,ussd,362,established,established,small,500.0,14,6
U102448,ussd,2,cold_start,new,medium,12712.842529081006,17,1
U102449,app,190,established,established,medium,6835.589194546516,19,7
U102450,app,459,established,established,small,4330.064371291125,9,4
U102451,app,219,established,established,medium,15022.459602322937,12,9
U102452,ussd,560,established,established,small,1662.7025514946934,19,1
U102453,app,753,established,established,medium,13886.078052603994,17,9
U102454,app,207,established,established,medium,8605.942676063962,19,6
U102455,app,421,established,established,small,2185.614028625331,21,2
U102456,app,517,established,established,medium,11977.04363668818,12,4
U102457,app,89,established,1-3mo,medium,10347.704491569799,19,7
U102458,app,684,established,established,small,3199.3152206658674,19,2
U102459,ussd,369,established,established,medium,6690.441677532692,21,8
U102460,ussd,709,established,established,medium,21412.928094406507,14,3
U102461,ussd,364,established,established,small,2817.353713151048,17,3
U102462,ussd,887,established,established,medium,9791.176037503197,10,5
U102463,app,80,established,1-3mo,small,2843.5922083921982,19,3
U102464,ussd,843,established,established,small,2885.2877988288797,19,3
U102465,ussd,890,established,established,medium,9679.092300365139,10,2
U102466,ussd,245,established,established,medium,10985.39299622246,12,2
U102467,ussd,320,established,established,medium,5355.340895881901,9,1
U102468,app,10,cold_start,new,small,1504.2879585883934,14,4
U102469,app,635,established,established,medium,5243.281709748455,19,1
U102470,app,139,established,established,medium,5222.538814557285,19,3
U102471,app,299,established,established,medium,12936.68105842522,12,3
U102472,app,329,established,established,small,790.6795208249457,17,2
U102473,app,4,cold_start,new,medium,25327.243234246514,19,3
U102474,app,190,established,established,small,3396.332910083268,21,2
U102475,ussd,815,established,established,medium,7619.987530684665,19,5
U102476,ussd,483,established,established,small,4651.388079022166,12,2
U102477,ussd,469,established,established,medium,12359.522117617335,19,5
U102478,app,2,cold_start,new,small,1677.4503858186981,10,6
U102479,ussd,111,established,established,medium,5275.668757031944,10,3
U102480,ussd,679,established,established,medium,5936.946160416817,9,4
U102481,ussd,817,established,established,medium,13714.110560548543,17,3
U102482,ussd,226,established,established,medium,14339.158603691676,10,2
U102483,app,341,established,established,medium,5045.929104969001,19,1
U102484,app,476,established,established,medium,7779.386182637874,12,6
U102485,ussd,413,established,established,small,1097.0171323136206,12,1
U102486,ussd,10,cold_start,new,small,4273.71476532294,17,1
U102487,app,573,established,established,small,3370.1086062990084,10,2
U102488,app,607,established,established,medium,5543.011444649745,12,5
U102489,app,187,established,established,medium,10549.761991028321,14,5
U102490,app,530,established,established,small,1890.6414932762389,14,2
U102491,ussd,509,established,established,small,1433.5353636416583,14,3
U102492,ussd,862,established,established,medium,5938.311846489242,10,15
U102493,app,475,established,established,medium,14672.35137470344,10,4
U102494,app,263,established,established,medium,9815.115549352517,10,3
U102495,app,11,cold_start,new,small,3849.8702085612,12,3
U102496,app,577,established,established,small,3151.518085966784,14,3
U102497,ussd,197,established,established,medium,9859.458562590564,17,4
U102498,ussd,233,established,established,small,4135.397021982656,19,5
U102499,ussd,475,established,established,small,2223.7084549028045,19,1
U102500,app,10,cold_start,new,small,4612.191430097238,10,12
U102501,ussd,302,established,established,small,2194.446520765657,14,7
U102502,ussd,140,established,established,medium,7501.352624916538,14,2
U102503,app,845,established,established,medium,6576.544085593908,14,2
U102504,ussd,136,established,established,small,4600.229416218693,17,2
U102505,ussd,842,established,established,small,880.6395552915482,19,5
U102506,ussd,94,established,established,small,673.1912322895082,9,5
U102507,app,661,established,established,small,1627.8392398962492,21,5
U102508,app,441,established,established,small,3812.444829153551,12,4
U102509,app,692,established,established,medium,13637.182569564475,21,10
U102510,app,8,cold_start,new,small,1823.5761347506548,21,5
U102511,app,381,established,established,small,1800.1020502213123,12,3
U102512,ussd,255,established,established,small,3725.3225858655296,14,1
U102513,app,287,established,established,small,3333.957491324294,17,2
U102514,app,76,established,1-3mo,medium,7068.876605575011,14,12
U102515,ussd,812,established,established,medium,10065.030930545538,17,3
U102516,ussd,412,established,established,medium,18661.627671227932,12,8
U102517,app,286,established,established,small,4697.695598008669,9,5
U102518,ussd,312,established,established,small,3943.0431143710052,14,14
U102519,app,79,established,1-3mo,medium,6107.016411258207,19,11
U102520,app,419,established,established,small,3932.6538219332833,17,9
U102521,ussd,8,cold_start,new,medium,7893.162780530103,14,3
U102522,app,613,established,established,medium,7056.54906508291,10,4
U102523,app,210,established,established,medium,5376.899509622212,12,1
U102524,app,7,cold_start,new,small,3058.5898986052894,21,2
U102525,ussd,71,established,1-3mo,small,3927.1320207230833,12,4
U102526,app,877,established,established,medium,7843.10941820408,17,3
U102527,ussd,380,established,established,small,2293.383957795107,9,4
U102528,app,643,established,established,medium,20397.707044013776,12,3
U102529,ussd,294,established,established,small,4394.513675896586,17,3
U102530,app,265,established,established,medium,13056.304392404774,14,3
U102531,app,385,established,established,small,1223.3763772478994,21,9
U102532,ussd,198,established,established,medium,14597.58321714621,19,3
U102533,ussd,891,established,established,medium,8055.604427551248,21,2
U102534,app,1,cold_start,new,medium,10553.759456796732,17,4
U102535,app,279,established,established,medium,8849.025689879067,10,3
U102536,app,754,established,established,small,2391.720265670962,9,6
U102537,app,388,established,established,medium,7859.357253143902,19,10
U102538,ussd,882,established,established,medium,10449.280182314504,9,3
U102539,app,467,established,established,small,2293.909203940018,19,2
U102540,ussd,622,established,established,medium,11788.085822198058,21,4
U102541,app,633,established,established,medium,9749.08383372912,19,4
U102542,app,689,established,established,small,3845.8978345849737,21,8
U102543,app,471,established,established,medium,5401.8723753868435,19,3
U102544,app,204,established,established,small,1898.4664679009122,14,4
U102545,app,252,established,established,medium,5498.4284708152545,21,3
U102546,ussd,227,established,established,medium,6232.563423027493,19,6
U102547,app,578,established,established,small,3848.127384311768,17,3
U102548,ussd,738,established,established,medium,19492.727881031504,19,3
U102549,app,848,established,established,small,3467.1816062438497,19,6
U102550,app,317,established,established,medium,13854.113210702659,9,2
U102551,app,781,established,established,small,2939.858634606313,19,6
U102552,app,580,established,established,small,1045.306814906425,12,3
U102553,ussd,421,established,established,small,3012.9056991740913,10,1
U102554,ussd,162,established,established,small,1528.194099891709,19,2
U102555,ussd,337,established,established,medium,18395.70229158142,17,4
U102556,ussd,95,established,established,medium,27107.06269872676,10,1
U102557,app,724,established,established,medium,18761.76315920717,19,2
U102558,app,682,established,established,small,4210.765744843184,19,4
U102559,ussd,314,established,established,medium,6186.557409518845,14,1
U102560,app,628,established,established,medium,11486.061191578357,17,3
U102561,app,444,established,established,small,3118.2176493313113,17,5
U102562,ussd,824,established,established,small,725.562552283608,12,2
U102563,ussd,488,established,established,small,1506.7683703845985,17,4
U102564,ussd,887,established,established,small,2659.9609314814475,9,2
U102565,app,812,established,established,small,1944.282347320427,14,4
U102566,ussd,12,cold_start,new,medium,9586.724839437875,14,6
U102567,app,830,established,established,small,874.9943352950261,14,4
U102568,app,248,established,established,medium,7866.061167927317,19,2
U102569,app,9,cold_start,new,medium,10985.4611058088,12,3
U102570,ussd,384,established,established,small,3159.617139124073,14,7
U102571,ussd,413,established,established,small,1956.3350523968597,9,3
U102572,ussd,532,established,established,small,3943.454115972451,12,2
U102573,app,882,established,established,large,32355.067250187712,14,2
U102574,app,567,established,established,medium,8394.73452554434,17,5
U102575,app,808,established,established,medium,7511.2094988082845,14,4
U102576,ussd,710,established,established,small,3106.0069257077243,17,4
U102577,app,700,established,established,medium,16441.89798291043,9,3
U102578,app,372,established,established,medium,9172.8028175483,10,5
U102579,ussd,200,established,established,medium,18700.448879611326,19,5
U102580,app,88,established,1-3mo,small,1070.4455477562833,17,3
U102581,ussd,328,established,established,medium,9110.522727065816,19,9
U102582,app,816,established,established,small,1607.868792262683,9,7
U102583,ussd,209,established,established,medium,6180.124243232768,17,4
U102584,app,891,established,established,medium,11264.401170321136,17,3
U102585,app,796,established,established,small,2933.8207859886575,19,3
U102586,app,731,established,established,small,4376.199135746184,9,2
U102587,app,273,established,established,small,4867.34172400119,17,3
U102588,ussd,784,established,established,medium,9609.761934750348,12,4
U102589,app,349,established,established,medium,9112.854422874661,9,3
U102590,app,344,established,established,medium,5836.6742029118695,10,3
U102591,ussd,419,established,established,small,2923.0475297114795,10,1
U102592,app,395,established,established,small,1242.588429621226,12,4
U102593,ussd,183,established,established,medium,8097.90356273926,10,4
U102594,ussd,251,established,established,small,3470.233176943762,9,5
U102595,app,289,established,established,small,3015.2490895187607,14,5
U102596,ussd,458,established,established,small,2710.3507222893527,17,2
U102597,app,871,established,established,medium,5296.441744134814,14,3
U102598,app,135,established,established,small,2296.4498516888743,17,4
U102599,app,118,established,established,small,500.0,10,4
U102600,ussd,371,established,established,small,974.1363359757585,14,5
U102601,ussd,499,established,established,medium,13891.434732536267,10,6
U102602,ussd,223,established,established,medium,6450.78828596648,14,3
U102603,ussd,230,established,established,medium,8596.61610961427,19,15
U102604,app,868,established,established,small,4365.532335059139,19,4
U102605,ussd,394,established,established,small,2918.2147315761335,17,5
U102606,ussd,498,established,established,medium,6148.600972782651,14,2
U102607,ussd,128,established,established,small,3647.928748339502,21,2
U102608,ussd,3,cold_start,new,small,2214.2059957914043,21,2
U102609,ussd,420,established,established,medium,6495.565815605347,12,9
U102610,app,894,established,established,small,1153.7823705675942,17,4
U102611,ussd,877,established,established,medium,7034.3183214183955,10,2
U102612,ussd,362,established,established,medium,7662.401534697384,19,4
U102613,ussd,893,established,established,medium,15899.698138915557,9,3
U102614,app,324,established,established,medium,12730.210865009312,21,2
U102615,ussd,78,established,1-3mo,medium,6297.0452042565,12,4
U102616,app,377,established,established,small,4997.331042025767,17,2
U102617,app,579,established,established,small,2481.5249688404374,12,3
U102618,ussd,774,established,established,medium,5513.404868874715,19,1
U102619,app,507,established,established,small,875.9027854939515,12,2
U102620,ussd,384,established,established,small,3394.155591344572,21,3
U102621,app,744,established,established,small,1038.3648869511476,21,1
U102622,ussd,3,cold_start,new,medium,18382.00270007761,21,3
U102623,ussd,102,established,established,medium,11013.347092638789,10,7
U102624,app,667,established,established,medium,8861.1542237759,19,2
U102625,ussd,326,established,established,medium,7941.965957689177,12,4
U102626,app,501,established,established,small,2623.7057134338124,9,4
U102627,ussd,852,established,established,medium,5810.307130487558,14,6
U102628,ussd,94,established,established,medium,6241.071011885745,17,3
U102629,app,336,established,established,medium,5454.14343428626,21,4
U102630,ussd,474,established,established,small,2823.1840290231153,9,4
U102631,ussd,270,established,established,small,3708.7649711778854,14,6
U102632,ussd,528,established,established,medium,8934.996284811576,9,3
U102633,ussd,81,established,1-3mo,small,1314.4601417234392,10,3
U102634,app,725,established,established,small,3648.7463625524165,14,3
U102635,ussd,267,established,established,large,80815.54298242234,19,2
U102636,app,397,established,established,medium,5660.237978826817,17,7
U102637,app,659,established,established,large,54340.65489042705,14,2
U102638,ussd,142,established,established,small,1680.5134729121169,19,6
U102639,app,553,established,established,small,1891.140139238049,10,4
U102640,ussd,745,established,established,small,1410.5109252291852,21,3
U102641,app,682,established,established,small,3729.2857200335457,19,3
U102642,ussd,335,established,established,small,2248.7785762006365,14,1
U102643,ussd,421,established,established,small,1689.692154451607,10,6
U102644,app,255,established,established,medium,11613.467136973251,10,14
U102645,app,519,established,established,small,1966.203432705012,21,2
U102646,app,662,established,established,medium,8335.220830043796,10,14
U102647,ussd,517,established,established,small,1191.6006581181832,12,4
U102648,ussd,473,established,established,small,4951.120879118936,12,2
U102649,app,716,established,established,medium,7378.214286399123,17,1
U102650,ussd,660,established,established,small,2879.860039458524,9,5
U102651,app,678,established,established,medium,7506.038846373189,12,5
U102652,app,410,established,established,medium,8235.807378742655,19,2
U102653,app,313,established,established,small,1561.5551549263455,17,3
U102654,app,673,established,established,small,2459.8756202359405,10,8
U102655,ussd,670,established,established,medium,5377.0102607216495,21,5
U102656,ussd,435,established,established,small,2100.518693488864,10,4
U102657,ussd,520,established,established,small,4961.412819680043,14,7
U102658,ussd,212,established,established,small,3954.335603269069,9,6
U102659,app,4,cold_start,new,medium,9339.591103457511,21,2
U102660,app,176,established,established,medium,6757.216738767427,12,2
U102661,ussd,102,established,established,small,3068.696179865551,17,2
U102662,ussd,417,established,established,small,4255.723756952585,9,6
U102663,ussd,6,cold_start,new,medium,8193.738296772446,17,2
U102664,app,465,established,established,medium,21470.702657048838,12,4
U102665,ussd,799,established,established,small,3236.579471621939,17,2
U102666,ussd,681,established,established,small,2863.4853372216403,12,7
U102667,ussd,550,established,established,small,598.8172965103043,14,3
U102668,ussd,769,established,established,medium,17553.302462979507,12,7
U102669,app,788,established,established,medium,7111.323379276313,12,2
U102670,app,328,established,established,small,4852.551487421159,17,2
U102671,app,572,established,established,medium,6105.675765309581,21,2
U102672,app,2,cold_start,new,small,2555.063661173272,19,4
U102673,ussd,297,established,established,small,2854.507620607525,10,3
U102674,ussd,189,established,established,small,3842.4281967146208,21,3
U102675,app,11,cold_start,new,medium,9328.852992758499,10,2
U102676,app,11,cold_start,new,small,2754.5501652068315,10,4
U102677,ussd,12,cold_start,new,medium,14437.435048801706,9,2
U102678,ussd,245,established,established,medium,14084.52120186056,17,2
U102679,app,378,established,established,medium,10228.62583683707,12,1
U102680,ussd,146,established,established,small,4862.848646122522,19,2
U102681,app,601,established,established,medium,6147.8469903954165,10,3
U102682,app,586,established,established,medium,5323.161326526401,10,9
U102683,app,856,established,established,small,2227.6179646474216,10,8
U102684,ussd,75,established,1-3mo,small,2586.69474539668,9,1
U102685,ussd,126,established,established,small,4757.044002839058,14,3
U102686,ussd,162,established,established,small,1791.6795512371814,10,12
U102687,app,673,established,established,small,2369.73544799462,17,1
U102688,ussd,295,established,established,small,1111.306326041249,17,1
U102689,ussd,13,cold_start,new,small,4024.685074684722,10,4
U102690,app,353,established,established,medium,10340.362495296165,14,3
U102691,app,405,established,established,small,1737.135548499167,10,4
U102692,app,435,established,established,small,4932.839169125715,9,3
U102693,ussd,441,established,established,small,4156.778175333833,14,2
U102694,app,439,established,established,small,1681.9090336120983,10,3
U102695,app,822,established,established,small,2798.7014088788446,10,3
U102696,ussd,115,established,established,small,2804.459092624244,12,3
U102697,ussd,883,established,established,medium,11551.512093750693,17,10
U102698,ussd,407,established,established,medium,11284.088605718,17,13
U102699,ussd,425,established,established,small,1924.7171058957322,19,2
U102700,app,80,established,1-3mo,medium,11033.373795449108,12,5
U102701,ussd,638,established,established,small,3582.4627819438856,12,2
U102702,app,461,established,established,small,1803.1412326386355,9,2
U102703,app,382,established,established,medium,5247.5203264159,14,5
U102704,ussd,600,established,established,small,2346.9312602839373,19,3
U102705,app,408,established,established,medium,5647.244005696843,17,4
U102706,app,243,established,established,medium,5034.559701062499,12,2
U102707,ussd,805,established,established,small,1761.8966228669167,17,4
U102708,app,135,established,established,small,2703.147377561658,12,3
U102709,app,715,established,established,small,1493.3683136456145,14,2
U102710,ussd,374,established,established,small,1158.5360283655846,12,10
U102711,ussd,214,established,established,small,3239.879356180725,9,2
U102712,ussd,196,established,established,small,3988.817487606583,9,3
U102713,app,203,established,established,medium,13091.999724739806,19,2
U102714,ussd,417,established,established,medium,5882.727808096795,19,2
U102715,ussd,1,cold_start,new,medium,5474.690283789263,17,1
U102716,app,648,established,established,small,3717.2899465010846,21,2
U102717,app,158,established,established,small,695.3064994054095,9,5
U102718,app,251,established,established,medium,25828.051586146317,14,2
U102719,ussd,149,established,established,large,34110.39215669211,12,4
U102720,app,5,cold_start,new,small,1664.1287121083217,19,7
U102721,ussd,779,established,established,small,928.2772567870755,17,3
U102722,ussd,73,established,1-3mo,small,2403.8331675157438,12,2
U102723,app,12,cold_start,new,medium,12929.853146780011,19,3
U102724,ussd,132,established,established,small,822.8451284431244,12,8
U102725,app,884,established,established,small,3694.628554877511,10,3
U102726,app,800,established,established,medium,8933.576033740292,21,5
U102727,ussd,248,established,established,medium,6960.984219430662,21,1
U102728,app,707,established,established,medium,9438.055587050965,10,3
U102729,ussd,388,established,established,large,63929.12391703431,10,5
U102730,ussd,245,established,established,medium,26395.940324644427,19,4
U102731,app,693,established,established,small,4966.420576497028,14,4
U102732,app,337,established,established,small,3546.422469082175,21,4
U102733,app,205,established,established,medium,11272.225700780282,9,4
U102734,ussd,413,established,established,medium,15633.862814175101,21,6
U102735,ussd,60,established,1-3mo,medium,13393.112255059705,19,4
U102736,app,9,cold_start,new,medium,6027.649323313911,10,6
U102737,ussd,390,established,established,small,3898.646889393997,19,3
U102738,ussd,508,established,established,small,3796.509912979617,12,2
U102739,ussd,600,established,established,small,1992.4718985273123,17,3
U102740,app,767,established,established,medium,19900.079338294476,14,2
U102741,app,671,established,established,medium,5918.3152327823655,14,3
U102742,app,819,established,established,small,2179.915935861121,17,3
U102743,app,200,established,established,small,2735.416486048314,9,6
U102744,app,431,established,established,small,4566.322434259186,9,1
U102745,app,430,established,established,medium,15588.767566898965,14,4
U102746,app,580,established,established,small,2322.2038575784536,19,6
U102747,app,361,established,established,medium,9763.669556287188,17,2
U102748,app,726,established,established,small,1958.325425465931,17,3
U102749,ussd,666,established,established,medium,9307.839683991437,19,4
U102750,ussd,308,established,established,medium,5069.322450653035,19,2
U102751,app,13,cold_start,new,small,1455.500498254612,17,2
U102752,ussd,458,established,established,small,2334.2799713864365,10,3
U102753,app,420,established,established,small,4312.531655392568,9,2
U102754,ussd,169,established,established,medium,5362.143900994848,9,5
U102755,ussd,762,established,established,medium,5867.095575141916,19,1
U102756,app,99,established,established,small,4644.582494389311,17,7
U102757,ussd,772,established,established,small,2613.7964643072723,9,2
U102758,ussd,3,cold_start,new,medium,7770.993654966301,14,4
U102759,ussd,352,established,established,medium,10333.773285825186,19,5
U102760,app,451,established,established,medium,17889.639468776466,21,4
U102761,app,5,cold_start,new,small,4142.834291923907,17,3
U102762,ussd,374,established,established,small,1826.4366090854016,10,2
U102763,app,84,established,1-3mo,medium,11620.245289880604,14,4
U102764,ussd,261,established,established,small,2441.1837687269485,14,5
U102765,ussd,668,established,established,small,1384.5908362929574,19,5
U102766,app,169,established,established,small,3744.0195022189273,21,3
U102767,app,122,established,established,small,3763.805959297021,12,2
U102768,app,364,established,established,small,3687.9353570043854,10,4
U102769,app,529,established,established,medium,13048.570707126617,12,2
U102770,ussd,651,established,established,small,511.4035971753401,14,6
U102771,ussd,690,established,established,large,30802.524002617003,17,5
U102772,app,736,established,established,small,2213.0336771522607,19,2
U102773,ussd,271,established,established,medium,19399.99676070425,21,6
U102774,ussd,375,established,established,small,1818.7524584396208,10,3
U102775,ussd,567,established,established,medium,10082.835767642315,14,2
U102776,app,597,established,established,small,3185.545707887182,10,3
U102777,ussd,721,established,established,small,1824.5496495848213,10,3
U102778,ussd,736,established,established,small,2289.84863297697,19,7
U102779,app,816,established,established,medium,17472.496435187455,14,3
U102780,ussd,368,established,established,small,1185.1947996109216,10,4
U102781,ussd,407,established,established,medium,9345.277493612497,19,3
U102782,app,581,established,established,medium,6890.791304245639,12,3
U102783,ussd,310,established,established,small,3902.184399690907,12,3
U102784,ussd,211,established,established,small,2159.918587861879,10,1
U102785,ussd,488,established,established,medium,11117.752043993441,10,4
U102786,app,893,established,established,medium,15494.101376447807,17,3
U102787,ussd,418,established,established,medium,7945.944152061594,17,1
U102788,ussd,627,established,established,small,1041.422117259104,10,5
U102789,ussd,9,cold_start,new,medium,5549.792835569704,12,3
U102790,app,377,established,established,small,3033.9273531716885,19,2
U102791,app,562,established,established,small,2550.2066800339653,14,4
U102792,ussd,329,established,established,small,1098.5456565068016,14,4
U102793,app,367,established,established,medium,9775.98341019048,10,2
U102794,app,112,established,established,small,2805.7440374945595,10,2
U102795,app,85,established,1-3mo,small,1607.6477913379433,9,3
U102796,ussd,430,established,established,medium,11341.588234977113,12,10
U102797,app,8,cold_start,new,small,1645.8809131402925,21,2
U102798,ussd,372,established,established,medium,14873.836166284187,10,1
U102799,ussd,384,established,established,small,3117.0668338557603,9,3
U102800,ussd,667,established,established,small,1809.8802866464537,12,3
U102801,ussd,179,established,established,small,780.9564754646715,17,2
U102802,app,311,established,established,small,1285.6964982156308,10,6
U102803,ussd,515,established,established,small,2805.903133843586,9,3
U102804,app,832,established,established,small,2402.366500280859,19,4
U102805,ussd,214,established,established,medium,5026.339779429926,19,10
U102806,app,8,cold_start,new,medium,10185.987399168389,17,6
U102807,ussd,468,established,established,small,2614.278370496737,14,3
U102808,ussd,590,established,established,small,2448.655300751549,9,3
U102809,app,787,established,established,small,3663.2530186840404,17,14
U102810,ussd,6,cold_start,new,medium,26905.591118430264,17,2
U102811,app,511,established,established,medium,5564.679826862171,19,3
U102812,app,604,established,established,medium,8124.673898786872,10,7
U102813,app,182,established,established,small,3078.714094730709,9,3
U102814,app,62,established,1-3mo,small,927.9854995947516,19,4
U102815,ussd,852,established,established,small,2645.4594865489544,14,2
U102816,ussd,357,established,established,medium,6021.940051387765,21,2
U102817,app,2,cold_start,new,medium,6742.55857602671,12,3
U102818,ussd,741,established,established,medium,6607.811270376726,14,6
U102819,ussd,323,established,established,small,1299.162366573892,21,4
U102820,ussd,206,established,established,small,3703.7674796403385,17,3
U102821,app,205,established,established,small,4767.446240691832,21,7
U102822,ussd,843,established,established,small,4572.4548686945245,10,10
U102823,app,132,established,established,medium,9398.498866908432,19,7
U102824,ussd,299,established,established,medium,17800.126977828822,19,4
U102825,ussd,359,established,established,small,3253.9954733878308,19,6
U102826,ussd,259,established,established,medium,10194.416426942824,14,2
U102827,app,103,established,established,medium,7346.501896466042,17,5
U102828,app,545,established,established,small,677.597512975304,12,7
U102829,ussd,386,established,established,medium,6928.288570319709,19,3
U102830,app,787,established,established,medium,11566.778228885498,17,3
U102831,app,689,established,established,small,2667.6137770313544,21,2
U102832,ussd,339,established,established,medium,6134.005878442648,14,1
U102833,ussd,191,established,established,small,1321.0911248435389,21,2
U102834,app,6,cold_start,new,small,4919.144951500016,10,3
U102835,app,605,established,established,medium,15284.686570543538,14,1
U102836,ussd,274,established,established,small,500.0,14,2
U102837,app,670,established,established,small,4969.933557738166,21,3
U102838,app,485,established,established,small,1991.8138199969499,14,2
U102839,app,131,established,established,medium,15064.239402922534,10,1
U102840,app,579,established,established,small,1164.8369613837835,21,1
U102841,ussd,123,established,established,small,3900.555375498282,17,4
U102842,app,675,established,established,medium,11365.652974824174,9,4
U102843,app,640,established,established,large,48688.75499771276,10,2
U102844,ussd,386,established,established,medium,12208.426202193854,14,4
U102845,app,675,established,established,small,3196.3511927059194,19,3
U102846,app,325,established,established,medium,13543.094474713533,9,2
U102847,ussd,501,established,established,small,3407.4465321156276,10,3
U102848,ussd,626,established,established,medium,5380.2458607390045,9,1
U102849,app,503,established,established,medium,9233.572069502188,21,3
U102850,app,649,established,established,medium,5284.178346233584,10,1
U102851,app,113,established,established,large,42305.20363877929,17,2
U102852,app,653,established,established,small,2328.3236312577765,9,1
U102853,ussd,836,established,established,small,1071.350215777311,10,2
U102854,ussd,598,established,established,medium,12410.167246680743,19,7
U102855,ussd,853,established,established,large,34955.918531665186,21,2
U102856,ussd,226,established,established,medium,6437.499076104612,10,2
U102857,app,362,established,established,medium,15219.384231144106,19,6
U102858,ussd,534,established,established,medium,7324.1655744345435,10,6
U102859,ussd,899,established,established,medium,20231.515952807582,19,2
U102860,app,238,established,established,small,601.647558446808,9,10
U102861,ussd,122,established,established,medium,14602.433901462207,10,1
U102862,app,154,established,established,medium,7531.6578175703935,17,3
U102863,ussd,278,established,established,large,31031.391467483973,12,3
U102864,ussd,11,cold_start,new,small,4864.9427488069405,12,5
